,S.No.,Name,CMP Rs.,Prom. Hold. %,Debt Rs.Cr.,NP Qtr Rs.Cr.,6mth return %,1Yr return %,3Yrs return %,All time high Rs.,All time low Rs.,P/E,EPS 12M Rs.,Vol 1d,IV Rs.,PB X PE,CMP / BV,Mar Cap Rs.Cr.,Sector
0,1.0,Hind.Aeronautics,5126.95,71.64,1.16,3976.63,25.46,11.38,83.06,5675.0,224.0,41.02,125.07,7087114,1725.48,402.0,9.8,342905.79,Aerospace & Defence
1,2.0,Bharat Electron,363.9,51.14,60.75,1311.6,29.52,52.96,67.4,371.15,5.5,53.3,6.83,71674137,89.55,802.7,15.06,266040.81,Aerospace & Defence
2,3.0,Mazagon Dock,3524.75,84.83,36.17,807.04,79.44,188.74,188.72,3579.0,82.0,51.68,68.2,17647411,1183.26,1008.28,19.51,142188.07,Aerospace & Defence
3,4.0,Solar Industries,14014.5,73.15,1198.12,337.5,40.13,68.98,70.17,14340.0,18.3,113.02,124.02,261991,1788.48,3777.13,33.42,126836.48,Aerospace & Defence
4,5.0,Bharat Dynamics,1841.85,74.93,2.95,147.13,86.15,78.01,72.93,1940.0,72.65,119.35,15.43,11198564,185.45,2159.04,18.09,67513.45,Aerospace & Defence
5,6.0,Cochin Shipyard,2034.6,67.91,500.83,284.7,55.11,51.29,131.63,2979.45,104.5,63.5,32.04,37891749,548.29,605.79,9.54,53520.51,Aerospace & Defence
6,7.0,Garden Reach Sh.,2480.8,74.5,9.67,244.25,76.46,150.45,101.02,2834.6,77.0,53.87,46.04,15742150,1276.2,736.4,13.67,28413.66,Aerospace & Defence
7,8.0,ITI,279.8,90.0,1700.96,-48.88,-4.12,-8.29,47.19,592.85,12.2,-59.78632478632479,-4.68,887777,279.8,-990.6594017094018,16.57,26920.16,Aerospace & Defence
8,9.0,Zen Technologies,1794.75,49.05,62.07,42.67,1.58,89.45,121.04,2627.95,5.13,76.26,24.64,1102960,1021.17,791.58,10.38,16205.81,Aerospace & Defence
9,10.0,Data Pattern,2869.15,42.41,6.66,44.66,32.38,-3.31,58.44,3655.0,575.0,89.78,31.94,2661447,1215.9,1068.38,11.9,16055.61,Aerospace & Defence
10,11.0,BEML Ltd,3659.15,54.03,648.78,24.41,-3.62,-1.24,46.3,5489.15,85.86,58.25,62.93,2056980,579.69,328.53,5.64,15248.46,Aerospace & Defence
12,13.0,Astra Microwave,1073.6,6.54,306.46,47.43,42.65,42.32,65.84,1099.0,21.55,75.82,14.16,2958716,254.83,788.53,10.4,10191.77,Aerospace & Defence
13,14.0,Mishra Dhatu Nig,417.65,74.0,440.0,25.27,30.44,-6.32,33.29,547.5,86.05,78.01,5.35,3531758,83.1,453.24,5.81,7825.23,Aerospace & Defence
14,15.0,Paras Defence,1800.1,57.05,24.02,20.83,83.51,149.07,43.1,1817.4,445.55,118.0,15.75,8254617,360.42,1336.94,11.33,7255.66,Aerospace & Defence
16,17.0,MTAR Technologie,1637.35,31.76,183.7,16.33,4.08,-11.57,4.45,2920.35,860.0,112.64,14.54,790760,422.81,809.88,7.19,5037.23,Aerospace & Defence
17,18.0,Apollo Micro Sys,140.2,55.12,211.57,18.44,48.7,36.43,126.08,161.75,3.95,76.59,1.87,20476302,36.17,571.36,7.46,4292.57,Aerospace & Defence
19,20.0,Avantel,122.15,38.57,26.33,7.36,-11.28,10.33,87.7,212.68,0.36,53.99,2.26,4059621,81.31,704.57,13.05,3234.8,Aerospace & Defence
21,22.0,NIBE,1518.25,53.74,71.48,1.94,-11.19,1.99,212.6,2245.4,5.85,74.4,22.16,117079,827.0,723.17,9.72,2168.07,Aerospace & Defence
22,23.0,Jaykay Enter.,174.7,62.31,41.5,5.39,58.75,128.43,68.14,185.0,0.73,141.48,1.31,522662,59.95,901.23,6.37,2137.79,Aerospace & Defence
23,24.0,Sika Interplant,853.35,71.72,0.0,7.91,77.97,77.63,82.36,868.95,2.44,70.45,11.95,148453,301.19,1028.57,14.6,1809.18,Aerospace & Defence
25,26.0,Krishna Defence,920.8,62.27,13.17,10.6,34.51,113.92,127.7,1130.0,53.05,71.06,12.96,111250,329.92,747.55,10.52,1261.96,Aerospace & Defence
27,28.0,Taneja Aerospace,358.65,52.02,0.22,6.12,-11.35,-20.66,40.36,710.0,8.59,50.59,7.09,14834,73.15,325.29,6.43,914.58,Aerospace & Defence
29,30.0,Kavveri Defence,51.5,15.14,5.84,2.21,21.27,198.61,71.1,309.45,1.65,70.42,1.13,163524,16.88,114.78,1.63,177.44,Aerospace & Defence
30,1.0,HDFC Bank,1933.65,0.0,3345503.8,19284.57,14.29,32.49,13.76,1978.9,44.8,20.91,92.51,8575138,1321.44,59.8,2.86,1480361.81,Banks
31,2.0,ICICI Bank,1453.65,0.0,1860520.84,14353.69,15.68,28.55,26.99,1458.7,45.88,20.31,71.65,7365820,889.42,67.43,3.32,1036286.61,Banks
32,3.0,St Bk of India,791.85,57.43,6050755.26,20379.46,-1.51,-2.44,19.23,912.1,54.15,9.11,86.91,15379093,915.44,13.21,1.45,706739.78,Banks
33,4.0,Kotak Mah. Bank,2107.9,25.88,592329.51,4932.76,23.44,26.08,4.63,2301.9,28.53,21.78,111.29,2135524,1488.65,57.93,2.66,419133.12,Banks
34,5.0,Axis Bank,1208.3,8.18,1391607.64,7509.1,5.97,6.1,22.66,1339.65,43.2,13.36,90.58,4116918,1028.44,26.85,2.01,374853.36,Banks
35,6.0,Bank of Baroda,236.85,63.97,1632500.74,5446.52,-1.9,-9.88,32.37,299.7,34.07,5.91,40.06,6165376,370.87,4.96,0.84,122447.15,Banks
36,7.0,Punjab Natl.Bank,98.9,70.08,1682826.43,5011.17,-0.58,-20.97,48.92,279.98,26.3,6.15,16.08,15902073,197.14,5.23,0.85,113688.33,Banks
37,8.0,Union Bank (I),132.95,74.76,1339781.16,5011.22,16.79,-5.46,53.33,426.95,22.6,5.63,23.62,8006726,316.47,5.01,0.89,101465.76,Banks
38,9.0,Canara Bank,107.75,62.93,1546160.15,5111.23,10.53,-5.22,38.51,164.22,14.73,5.57,19.34,34659182,270.02,5.18,0.93,97754.86,Banks
39,10.0,IDBI Bank,86.1,94.71,329907.03,2094.28,11.6,3.12,31.01,202.25,17.25,12.13,7.1,5176332,75.52,18.2,1.5,92567.46,Banks
40,11.0,Indian Bank,593.75,73.84,778650.62,2982.03,10.73,10.12,56.82,632.7,41.55,7.1,83.61,2261210,1021.77,7.95,1.12,80009.96,Banks
41,12.0,I O B,37.89,94.61,354166.48,1051.07,-23.59,-38.54,30.59,228.9,6.05,21.87,1.73,7686290,26.47,48.99,2.24,72924.79,Banks
42,13.0,Yes Bank,21.54,0.0,356391.48,744.53,11.6,-4.86,17.45,404.0,5.55,27.61,0.78,222909299,14.64,38.93,1.41,67541.19,Banks
43,14.0,IndusInd Bank,782.3,15.67,457395.28,1401.28,-23.3,-44.62,-4.79,2038.0,26.15,8.43,92.79,28084990,1446.93,7.84,0.93,60961.05,Banks
44,15.0,Bank of India,114.3,73.38,943675.44,2602.32,9.62,-6.06,36.66,589.0,30.4,5.45,20.97,8785235,305.76,3.49,0.64,52036.99,Banks
45,16.0,AU Small Finance,684.7,22.87,135928.44,503.7,19.33,10.17,1.36,813.4,183.0,24.24,28.29,737398,527.3,72.48,2.99,51053.89,Banks
46,17.0,IDFC First Bank,69.25,0.0,290994.02,295.6,9.23,-10.11,23.52,100.74,17.65,34.05,2.04,15936778,56.82,45.29,1.33,50743.92,Banks
47,18.0,Federal Bank,198.1,0.0,316079.45,1120.48,1.04,21.29,31.92,217.0,10.24,11.71,16.93,3837785,262.38,16.51,1.41,48666.76,Banks
48,19.0,Bank of Maha,51.07,79.6,330972.82,1502.32,1.11,-20.22,46.62,96.75,7.71,7.09,7.21,12367285,93.62,9.71,1.37,39280.77,Banks
49,20.0,UCO Bank,30.99,90.95,322229.69,652.43,-24.93,-41.05,38.54,152.4,8.4,15.88,1.95,13099024,32.6,19.85,1.25,38822.49,Banks
50,21.0,Central Bank,36.5,89.27,435090.62,1106.49,-29.72,-39.98,26.91,212.13,10.04,8.39,4.35,12971355,50.4,7.55,0.9,33019.52,Banks
51,22.0,Bandhan Bank,170.1,39.98,162350.99,317.9,1.69,-5.3,-20.74,741.8,128.15,9.98,17.04,4468495,241.19,11.18,1.12,27392.9,Banks
52,23.0,Pun. & Sind Bank,30.2,93.85,144003.54,312.78,-36.29,-47.17,26.02,149.7,9.2,21.11,1.43,3103355,22.6,33.99,1.61,21435.81,Banks
53,24.0,Karur Vysya Bank,224.65,2.11,97256.51,496.03,6.85,14.51,73.4,246.15,13.08,9.6,23.42,1829723,159.28,15.94,1.66,18095.22,Banks
54,25.0,City Union Bank,193.6,0.0,65695.36,287.96,12.37,25.78,15.45,249.35,4.81,12.77,15.16,1346123,176.25,19.41,1.52,14345.91,Banks
55,26.0,RBL Bank,212.45,0.0,124667.88,86.99,37.45,-15.49,20.8,716.55,74.15,18.01,11.8,7425846,244.87,14.95,0.83,12917.18,Banks
56,27.0,J & K Bank,103.93,59.4,150934.86,581.91,9.28,-19.75,52.84,199.51,11.0,5.5,18.91,7523430,208.14,4.46,0.81,11445.73,Banks
57,28.0,Ujjivan Small,44.61,0.0,40475.84,83.39,31.15,-13.25,37.37,63.0,13.5,11.91,3.75,14040516,45.61,17.15,1.44,8645.66,Banks
58,29.0,Karnataka Bank,195.55,0.0,106748.04,252.37,-4.56,-10.4,46.52,286.55,34.2,5.81,33.67,1803091,373.09,3.54,0.61,7382.42,Banks
59,30.0,South Ind.Bank,27.58,0.0,111826.07,342.19,22.77,-0.36,54.71,36.89,3.33,5.54,4.98,32940927,51.76,3.93,0.71,7210.56,Banks
60,31.0,Equitas Sma. Fin,63.25,0.0,45243.71,42.11,0.93,-32.79,3.33,116.5,30.05,49.01,1.29,4303131,45.78,58.32,1.19,7207.09,Banks
62,33.0,CSB Bank,359.0,40.0,42407.77,190.44,19.53,4.89,23.23,422.25,95.0,10.49,34.23,371547,551.74,14.48,1.38,6226.41,Banks
64,35.0,DCB Bank,142.0,14.7,69146.13,177.07,25.42,9.97,19.26,244.65,13.55,7.23,19.58,1876570,322.51,5.71,0.79,4450.82,Banks
66,37.0,Fino Payments,248.8,75.0,2778.9,24.0,-26.46,-13.39,-1.33,583.35,180.2,22.41,11.12,508644,289.61,64.54,2.88,2073.45,Banks
68,39.0,Suryoday Small,126.45,22.43,13289.9,-33.78,-11.1,-36.1,-0.13,296.35,77.0,11.68,10.82,313849,259.2,8.18,0.7,1342.61,Banks
70,41.0,Dhanlaxmi Bank,30.07,0.0,16213.45,28.98,16.72,-12.04,42.72,172.46,5.8,17.78,1.69,1528651,28.93,15.11,0.85,1184.49,Banks
71,1.0,Maruti Suzuki,12964.3,58.28,87.0,3911.1,18.07,3.98,19.93,13680.0,393.0,28.12,461.2,430521,8946.05,119.23,4.24,407748.88,Automobile
72,2.0,M & M,3134.0,18.45,124949.31,3541.85,11.7,32.21,51.0,3276.3,52.5,30.14,103.97,2669044,1445.05,152.51,5.06,389777.72,Automobile
73,3.0,Tata Motors,730.7,42.58,71540.0,8556.0,-5.63,-21.97,19.88,1179.05,24.14,11.34,75.6,21829250,741.18,26.31,2.32,269014.62,Automobile
74,4.0,Bajaj Auto,8487.15,55.04,5245.29,2195.65,-10.55,-4.39,31.35,12774.0,131.0,31.45,269.84,499188,3940.99,240.59,7.65,236944.66,Automobile
76,6.0,Eicher Motors,5510.0,49.08,458.13,1362.15,12.81,17.68,26.73,5907.85,13.53,31.87,172.69,669402,2996.45,225.96,7.09,150902.9,Automobile
77,7.0,TVS Motor Co.,2840.4,50.27,14676.03,697.51,18.59,33.54,61.37,2958.15,7.45,61.14,47.06,845423,700.16,970.29,15.87,134958.25,Automobile
78,8.0,Hero Motocorp,4339.8,34.74,699.93,1168.75,-5.62,-15.48,19.86,6246.25,471.0,19.85,218.91,794892,2868.15,89.33,4.5,86863.97,Automobile
79,9.0,Ashok Leyland,237.45,51.35,44297.77,819.67,9.08,14.85,23.0,264.7,6.15,25.01,9.64,7060460,76.28,169.07,6.76,69774.48,Automobile
80,10.0,Escorts Kubota,3555.0,68.04,105.18,318.42,1.38,-5.26,29.94,4422.0,30.5,35.34,113.06,290837,2296.04,135.35,3.83,39795.0,Automobile
82,12.0,Force Motors,10939.0,61.63,17.43,434.74,58.08,21.89,119.29,11262.4,54.5,26.35,607.71,111472,10089.46,125.16,4.75,14414.16,Automobile
84,14.0,Olectra Greentec,1286.65,50.02,186.72,46.62,-9.22,-24.04,30.4,2222.0,6.75,80.24,16.03,1029614,341.03,863.38,10.76,10559.23,Automobile
85,15.0,VST Till. Tract.,3762.0,55.63,1.96,24.98,-16.07,11.38,14.56,5429.95,43.03,34.4,109.29,8407,2176.46,111.46,3.24,3249.31,Automobile
86,16.0,SML ISUZU,1725.0,43.96,291.12,0.53,9.37,-14.61,44.74,2480.0,91.9,20.57,83.64,138060,767.34,155.51,7.56,2490.74,Automobile
87,17.0,Atul Auto,490.0,42.73,109.69,5.89,-8.04,-14.52,40.46,844.4,5.43,74.09,7.79,134026,110.73,228.2,3.08,1358.69,Automobile
88,18.0,Mercury EV-Tech,64.72,59.18,74.56,4.28,-35.92,-13.0,311.33,143.8,0.33,186.29,0.36,150557,9.09,2878.18,15.45,1229.5,Automobile
89,19.0,Urja Global,15.38,19.43,6.27,0.53,-12.47,-27.84,0.93,41.84,0.13,504.76,0.03,2085772,0.91,2337.04,4.63,807.62,Automobile
91,21.0,Hindustan Motors,26.42,32.34,0.0,3.34,16.48,-28.28,33.33,94.75,2.51,17.01,1.55,1285922,4.17,320.47,18.84,550.85,Automobile
92,22.0,Wardwizard Inno.,20.28,47.14,198.86,6.49,-53.12,-61.24,-30.52,100.7,2.49,77.86,0.26,1612391,10.67,386.96,4.97,528.69,Automobile
96,1.0,Max Healthcare,1166.0,23.74,1768.19,238.8,15.99,37.46,46.84,1227.95,97.15,106.88,10.37,975762,200.11,1376.61,12.88,113332.65,Healthcare
97,2.0,Apollo Hospitals,7000.0,29.34,7371.0,379.4,2.25,18.26,22.53,7545.35,158.93,76.84,91.12,273397,1341.6,1031.19,13.42,100666.34,Healthcare
98,3.0,Fortis Health.,700.3,31.17,1186.5,254.3,9.54,55.97,42.69,744.5,46.07,67.2,10.19,892225,122.51,452.26,6.73,52828.17,Healthcare
99,4.0,Narayana Hrudaya,1772.0,63.85,1703.13,193.06,39.03,40.69,37.91,1872.85,181.35,46.2,38.35,285857,491.22,521.6,11.29,36203.64,Healthcare
101,6.0,Aster DM Health.,588.7,40.38,1940.27,64.39,37.05,68.5,50.47,609.5,78.0,101.41,105.6,533340,306.97,868.07,8.56,29358.37,Healthcare
102,7.0,Syngene Intl.,645.15,52.74,577.9,183.3,-25.09,-6.01,4.85,960.6,147.5,55.04,12.33,1472723,187.91,302.72,5.5,25985.46,Healthcare
103,8.0,Krishna Institu.,638.0,38.82,2556.7,106.1,14.32,66.01,35.86,708.0,187.51,67.69,9.61,179827,221.42,808.22,11.94,25530.84,Healthcare
104,9.0,Poly Medicure,2422.0,62.44,180.24,91.83,-10.44,46.2,44.87,3357.8,1.91,72.34,33.41,175757,847.18,641.66,8.87,24491.92,Healthcare
105,10.0,Dr Lal Pathlabs,2809.0,53.91,157.4,155.5,-5.3,11.01,8.62,4245.5,696.5,48.23,58.27,123894,896.14,521.37,10.81,23492.27,Healthcare
107,12.0,Rainbow Child.,1350.0,49.85,759.77,68.94,-17.09,1.47,48.17,1709.6,410.0,57.58,23.45,144508,470.89,587.89,10.21,13706.52,Healthcare
109,14.0,Vijaya Diagnost.,912.35,53.91,319.57,34.87,-12.37,15.92,24.74,1276.75,292.0,65.13,13.94,669795,299.91,766.58,11.77,9369.29,Healthcare
111,16.0,Metropolis Healt,1641.5,48.9,204.13,29.23,-18.86,-11.72,-5.16,3579.9,904.85,58.11,28.27,62988,564.22,367.26,6.32,8423.76,Healthcare
112,17.0,Health.Global,593.5,71.22,1557.95,7.75,26.28,66.99,30.9,639.0,62.05,148.57,4.18,233124,70.48,1426.27,9.6,8279.74,Healthcare
113,18.0,Kovai Medical,5758.2,56.55,419.86,57.8,13.49,43.16,53.96,6400.0,24.55,30.52,188.64,3072,2652.45,197.46,6.47,6299.47,Healthcare
114,19.0,Thyrocare Tech.,979.95,71.06,24.68,21.57,-0.36,49.49,12.32,1465.9,406.65,57.25,17.27,48436,358.83,543.88,9.5,5195.45,Healthcare
116,21.0,Suven Life Scie.,188.85,70.27,0.0,-43.94,57.5,90.35,35.22,198.54,0.59,-25.624151967435548,-7.37,1352245,188.85,-959.3682496607869,37.44,4108.77,Healthcare
117,22.0,Indrapr.Medical,437.0,51.0,32.74,32.81,5.71,78.35,93.84,572.0,18.0,26.54,16.49,372243,242.79,202.77,7.64,4012.26,Healthcare
118,23.0,Artemis Medicare,244.0,67.17,280.49,23.2,-12.52,30.67,84.2,350.0,10.67,40.53,6.07,124053,117.38,161.31,3.98,3383.16,Healthcare
119,24.0,Vimta Labs,1037.05,36.7,8.51,18.32,37.36,107.22,43.45,1183.0,12.55,34.56,30.29,104573,536.13,210.12,6.08,2306.59,Healthcare
121,26.0,Shalby,195.95,74.27,463.28,-2.99,-9.52,-27.72,20.99,339.5,40.05,67.5,3.13,87529,86.62,141.75,2.1,2114.95,Healthcare
122,27.0,Tarsons Products,393.9,47.31,316.99,5.26,-1.78,-10.91,-15.3,928.65,280.0,70.27,5.62,31387,366.83,240.32,3.42,2100.3,Healthcare
123,28.0,Krsnaa Diagnost.,647.2,27.24,201.62,21.07,-29.04,7.76,6.55,1099.7,353.1,25.23,25.65,460056,868.65,59.04,2.34,2088.87,Healthcare
124,29.0,Dr Agarwal's Eye,4086.0,71.9,305.16,10.4,-17.41,17.7,76.79,7300.0,19.5,37.33,109.47,891,1734.59,389.35,10.43,1920.42,Healthcare
126,31.0,3B Blackbio,1705.0,41.28,0.77,13.49,0.65,113.57,68.63,2350.0,4.81,30.51,55.98,1552,1763.82,180.92,5.93,1463.35,Healthcare
128,33.0,KMC Speciality,69.6,75.0,91.87,7.51,-9.4,-21.04,5.6,104.95,0.17,47.32,1.47,33791,32.17,351.11,7.42,1135.17,Healthcare
129,34.0,Prevest Denpro,490.0,73.6,0.0,4.46,-9.7,23.43,10.61,686.0,170.65,33.4,14.67,3400,465.21,204.74,6.13,588.15,Healthcare
133,38.0,Aashka Hospitals,101.75,61.28,17.34,1.62,-4.91,35.4,33.46,126.55,36.3,67.07,1.52,6000,22.53,162.98,2.43,238.09,Healthcare
138,43.0,Lotus Eye Hospit,75.5,40.22,0.0,-0.24,13.45,22.47,12.11,111.0,4.43,307.71,0.24,24525,7.59,803.12,2.61,156.93,Healthcare
139,44.0,One Global Serv,206.7,15.05,0.34,3.48,35.85,115.0,52.05,407.6,1.72,12.78,16.16,3868,420.69,101.86,7.97,146.76,Healthcare
140,45.0,Fortis Malar,77.5,62.71,0.0,0.36,47.73,6.27,11.77,107.94,7.67,372.42,0.21,69893,5.18,1791.34,4.81,145.24,Healthcare
141,46.0,Vaidya Sane,132.55,66.34,1.13,3.25,-10.44,-28.54,-1.21,376.95,81.1,34.41,3.85,1200,41.54,81.55,2.37,139.35,Healthcare
143,48.0,Mohini Health,63.75,64.02,26.45,4.82,26.36,16.33,17.85,96.95,11.35,11.16,5.71,3000,60.47,12.39,1.11,116.25,Healthcare
146,51.0,Sunil Healthcare,85.4,73.53,61.63,-0.54,11.91,2.02,1.84,172.7,13.8,-53.710691823899374,-1.59,9736,85.4,-69.82389937106919,1.3,87.58,Healthcare
147,52.0,M E T S,155.0,55.62,2.39,0.75,20.39,-3.82,39.62,262.15,6.15,15.28,10.14,1109,300.91,39.73,2.6,85.41,Healthcare
148,53.0,Choksi Laborator,115.45,31.48,29.13,0.11,85.73,84.96,60.83,142.4,5.08,62.34,1.85,4792,24.54,217.57,3.49,80.42,Healthcare
149,54.0,Jeevan Scienti.,41.6,38.05,16.25,0.05,-17.64,-13.22,-20.21,229.45,12.15,111.65,0.46,1595,14.88,146.26,1.31,65.87,Healthcare
150,55.0,Aspira Pathlab,53.25,18.39,2.48,0.38,-20.02,66.2,-1.78,124.15,14.15,64.48,0.83,4143,11.68,317.89,4.93,54.81,Healthcare
151,56.0,N G Industries,158.95,74.5,1.25,6.71,-5.22,0.0,31.28,230.0,27.35,4.39,36.17,1435,213.06,5.62,1.28,53.25,Healthcare
153,58.0,Centenial Surgic,139.0,46.89,0.0,-0.85,2.96,20.92,33.52,169.5,0.84,-220.63492063492063,-0.63,136,139.0,-341.984126984127,1.55,50.71,Healthcare
155,60.0,Tejnaksh Health.,22.0,73.83,2.88,0.56,-5.54,-12.91,-33.45,97.0,3.81,19.69,1.14,4660,13.94,35.44,1.8,44.69,Healthcare
156,61.0,Deccan Healthcar,19.0,19.46,1.27,0.16,-34.8,-16.74,-19.19,141.8,0.0,37.09,0.57,18800,14.18,15.95,0.43,44.51,Healthcare
160,65.0,Transgene Biotek,4.2,23.64,14.52,-0.71,-38.33,-35.09,3.03,322.5,1.55,-46.66666666666667,-0.09,47707,4.2,-147.93333333333334,3.17,31.82,Healthcare
161,66.0,Soni Medicare,72.6,69.79,9.35,-0.13,77.72,193.33,42.86,85.44,16.01,-21.8018018018018,-3.33,4,72.6,-557.9081081081081,25.59,30.96,Healthcare
162,67.0,Nidan Laborator.,20.5,57.04,11.77,1.1,-31.32,-42.09,-19.09,123.9,16.05,14.84,-2.91,6000,-43.184400000000004,6.23,0.42,28.5,Healthcare
165,70.0,Family Care,4.85,18.54,1.97,-2.1,-30.22,-38.53,-35.99,53.36,1.01,0.69,-6.77,60397,-4.6713,1.25,1.81,26.2,Healthcare
166,71.0,Shree Pacetronix,71.35,24.24,6.06,-0.11,-39.74,-66.84,59.75,391.9,6.41,14.93,4.78,282,121.93,28.52,1.91,25.68,Healthcare
167,72.0,Genesis IBRC,19.25,11.33,0.0,-0.03,15.69,47.4,25.41,19.25,2.01,-148.07692307692307,-0.13,0,19.25,-433.8653846153846,2.93,25.03,Healthcare
169,74.0,Global Longlife,22.0,54.29,0.0,-1.04,-33.23,-47.9,-37.46,141.1,0.0,115.5,0.19,1000,6.54,99.33,0.86,23.1,Healthcare
170,75.0,Adeshwar Meditex,15.0,57.55,12.08,0.9,-36.33,-49.07,-16.27,42.0,0.0,9.93,1.51,0,21.05,5.96,0.6,21.65,Healthcare
171,76.0,Gian Lifecare,16.0,31.99,4.0,0.14,-19.64,-18.74,-13.24,65.91,5.48,4.06,3.95,4815,134.15,3.37,0.83,16.55,Healthcare
174,79.0,Dhanvantri Jeev.,18.38,19.65,0.0,0.15,-10.34,-7.17,8.98,61.7,3.69,19.32,0.95,509,16.67,14.88,0.77,7.53,Healthcare
175,80.0,Dr Lalchand. Lab,12.24,57.18,4.07,0.27,-32.0,-44.11,-29.14,52.5,0.0,12.62,0.97,20000,13.34,6.69,0.53,5.3,Healthcare
176,81.0,Looks Health,4.52,20.21,0.0,-0.03,-16.14,-23.39,-23.41,249.71,1.19,-28.249999999999996,-0.16,7673,4.52,-9.04,0.32,4.74,Healthcare
177,82.0,Dolphin Medical,2.38,26.44,0.87,-0.07,-4.8,25.26,7.24,28.4,0.39,-118.99999999999999,-0.02,15972,2.38,-42.839999999999996,0.36,3.59,Healthcare
178,1.0,Titan Company,3634.9,52.9,12967.0,871.0,14.13,8.99,18.63,3886.95,10.9,96.6,37.59,550620,705.91,2681.62,27.76,322364.56,"Diamond, Gems and Jewellery"
179,2.0,Kalyan Jewellers,558.85,62.85,4959.35,187.61,-14.3,36.32,106.6,795.4,55.05,80.74,6.93,3958489,144.56,968.88,12.0,57662.66,"Diamond, Gems and Jewellery"
180,3.0,PC Jeweller,12.51,39.8,4009.58,147.96,-13.35,150.6,80.8,60.06,0.78,22.02,0.71,11888779,5.78,46.9,2.13,7956.84,"Diamond, Gems and Jewellery"
182,5.0,Rajesh Exports,203.5,54.55,735.91,45.56,-13.77,-32.46,-30.34,1029.7,18.1,157.02,1.3,1288228,110.93,61.24,0.39,6010.65,"Diamond, Gems and Jewellery"
183,6.0,Thangamayil Jew.,1913.95,61.49,797.25,31.4,5.8,60.41,51.95,2567.42,29.7,50.19,38.19,73536,976.15,270.52,5.39,5957.98,"Diamond, Gems and Jewellery"
185,8.0,Sky Gold & Diam.,337.75,58.18,468.42,36.54,3.99,168.21,231.0,488.95,9.0,45.86,7.81,438483,171.35,653.05,14.24,4956.95,"Diamond, Gems and Jewellery"
186,9.0,Vaibhav Global,251.0,57.3,241.1,63.82,-6.94,-32.76,-15.97,1057.7,2.09,29.16,8.47,554968,162.38,93.9,3.22,4165.4,"Diamond, Gems and Jewellery"
187,10.0,Goldiam Intl.,377.75,62.06,4.53,49.76,20.7,131.34,41.21,569.0,2.1,36.11,10.46,936203,169.35,217.74,6.03,4032.57,"Diamond, Gems and Jewellery"
188,11.0,D.P. Abhushan,1544.8,74.99,168.54,25.15,-5.47,16.28,53.72,1927.8,30.6,31.13,49.73,35359,1346.86,269.59,8.66,3509.03,"Diamond, Gems and Jewellery"
191,14.0,T B Z,204.25,74.12,664.33,29.88,-10.19,83.72,51.88,360.36,16.45,19.08,10.72,205673,95.2,41.98,2.2,1364.31,"Diamond, Gems and Jewellery"
192,15.0,Renaiss. Global,126.25,58.97,717.43,24.32,-28.74,19.97,-4.83,218.18,3.6,19.17,7.1,756473,85.28,21.66,1.13,1353.33,"Diamond, Gems and Jewellery"
193,16.0,Asian Star Co.,747.9,74.66,578.3,11.15,-4.62,-9.77,-2.51,1614.2,0.0,18.06,41.44,73,565.73,13.91,0.77,1197.15,"Diamond, Gems and Jewellery"
194,17.0,Laxmi Goldorna,532.9,74.97,102.07,0.68,62.44,84.3,234.8,654.85,12.5,105.83,5.06,9448,51.64,1810.75,17.11,1112.26,"Diamond, Gems and Jewellery"
195,18.0,Radhika Jeweltec,91.9,63.73,52.25,22.73,-10.36,48.03,32.84,157.36,2.0,18.63,4.9,190045,115.49,70.05,3.76,1078.27,"Diamond, Gems and Jewellery"
200,23.0,Mini Diamonds(I),174.15,4.95,4.05,2.25,-21.27,169.12,125.44,233.0,1.91,54.87,10.73,11198,138.99,356.11,6.49,410.45,"Diamond, Gems and Jewellery"
201,24.0,Uday Jewellery,147.9,73.93,32.61,4.54,0.24,-6.75,15.96,253.7,10.0,34.21,4.45,5327,105.41,139.58,4.08,339.02,"Diamond, Gems and Jewellery"
202,25.0,Ashapuri Gold,7.59,48.06,8.34,4.19,-15.67,-37.99,6.02,19.03,1.48,18.87,0.4,5626692,3.71,33.59,1.78,252.99,"Diamond, Gems and Jewellery"
204,27.0,Golkunda Diamond,201.0,72.79,36.32,4.93,5.73,23.88,32.35,303.9,6.37,10.08,19.93,2994,308.98,24.49,2.43,139.9,"Diamond, Gems and Jewellery"
205,28.0,Narbada Gems,55.98,74.99,31.38,1.48,-6.86,-17.2,12.95,102.46,2.18,66.92,0.84,2255,40.26,151.91,2.27,118.44,"Diamond, Gems and Jewellery"
206,29.0,Moksh Ornaments,14.13,36.87,32.48,1.3,-8.25,-2.42,1.06,53.67,2.85,14.04,1.01,286614,13.73,15.02,1.07,118.34,"Diamond, Gems and Jewellery"
207,30.0,Patdiam Jeweller,265.0,74.15,10.89,2.72,1.73,16.25,52.31,369.15,42.0,16.77,15.8,750,185.98,30.69,1.83,114.4,"Diamond, Gems and Jewellery"
208,31.0,Silgo Retail,50.94,69.93,0.0,1.01,33.88,52.51,21.73,57.17,12.22,25.6,1.99,31351,35.29,43.26,1.69,94.22,"Diamond, Gems and Jewellery"
209,32.0,SwarnsaritaJewel,37.5,52.03,108.3,2.29,-8.87,22.99,23.31,195.0,3.52,8.38,4.47,76996,47.14,5.03,0.6,78.29,"Diamond, Gems and Jewellery"
